"ID","Holle_ID","Language_ID","Parameter_ID","Form","English","Collapsed_Holle_ID_Being_Separated","Dutch_in_Single_Holle_ID","Swadesh","Source"
880,"692","id","880_692_COCONUT","kelapa (buah)","coconut (fruit)",NA,NA,FALSE,"holleli1980"
881,"693","id","881_693_COCONUT","kelapa (bagian lain dari pohon)","coconut (other parts of the tree)",NA,NA,FALSE,"holleli1980"
882,"691-693","id","882_691-693_COCONUT TREE","kelapa (pohon)","coconut (tree)","691","kokos (boom)",FALSE,"holleli1980"
883,"691-693","id","883_691-693_COCONUT","kelapa (buah)","coconut (fruit)","692","kokos (vrucht)",FALSE,"holleli1980"
884,"691-693","id","884_691-693_COCONUT","kelapa (bagian lain dari pohon)","coconut (other parts of the tree)","693","kokos (andere onderdelen)",FALSE,"holleli1980"
885,"694","id","885_694_BREADFRUIT","pohon dan buah","breadfruit tree and breadfruit",NA,NA,FALSE,"holleli1980"
886,"695","id","886_695_SUGAR PALM","pohon aren","sugarpalm, aren tree",NA,NA,FALSE,"holleli1980"
887,"696","id","887_696_LONTAR PALM","pohon lontar","lontar tree",NA,NA,FALSE,"holleli1980"
888,"697","id","888_697_NA","nira","palm juice (unfermented)",NA,NA,FALSE,"holleli1980"
889,"698","id","889_698_ALCOHOL (FERMENTED DRINK)","tuak","palm wine (fermented)",NA,NA,FALSE,"holleli1980"
890,"697/698","id","890_697/698_NA","nira","palm juice (unfermented)","697","legen (ongegist)",FALSE,"holleli1980"
891,"697/698","id","891_697/698_ALCOHOL (FERMENTED DRINK)","tuak","palm wine (fermented)","698","legen (gegist)",FALSE,"holleli1980"
892,"699","id","892_699_ALCOHOL (FERMENTED DRINK)","tuak","palmwine",NA,NA,FALSE,"holleli1980"
893,"700","id","893_700_NA","seterup","syrup",NA,NA,FALSE,"holleli1980"
894,"701","id","894_701_SUGAR","gula","sugar",NA,NA,FALSE,"holleli1980"
895,"702","id","895_702_NA","pohon nipah","nipa palm",NA,NA,FALSE,"holleli1980"
896,"703","id","896_703_SAGO PALM","pohon sagu","sago tree",NA,NA,FALSE,"holleli1980"
897,"704","id","897_704_SAGO","sagu","sago",NA,NA,FALSE,"holleli1980"
898,"705","id","898_705_COTTON","kapas","cotton",NA,NA,FALSE,"holleli1980"
899,"706","id","899_706_KAPOK TREE","kapuk","kapok",NA,NA,FALSE,"holleli1980"
900,"707","id","900_707_PANDANUS","pandan","pandanus",NA,NA,FALSE,"holleli1980"
901,"708","id","901_708_MANGO","mangga","mango",NA,NA,FALSE,"holleli1980"
902,"709","id","902_709_JACKFRUIT","nangka","Artocarpus integrifolia, Jack fruit",NA,NA,FALSE,"holleli1980"
903,"710","id","903_710_NA","rambutan","Nephelium lappaceum",NA,NA,FALSE,"holleli1980"
904,"711","id","904_711_NA","durian","Durio zibethinus",NA,NA,FALSE,"holleli1980"
905,"712","id","905_712_GUAVA","jambu","Eugenia",NA,NA,FALSE,"holleli1980"
906,"713","id","906_713_NA","langsat","Lansium domesticum",NA,NA,FALSE,"holleli1980"
907,"714","id","907_714_NA","belimbing","Averrhoa carambola, carambola",NA,NA,FALSE,"holleli1980"
908,"715","id","908_715_NA","belimbing wuluh","Averrhoa blimbi",NA,NA,FALSE,"holleli1980"
909,"714/715","id","909_714/715_NA","belimbing","Averrhoa carambola, carambola","714","blimbing (grote geribde)",FALSE,"holleli1980"
910,"714/715","id","910_714/715_NA","belimbing wuluh","Averrhoa blimbi","715","blimbing (kleine zure)",FALSE,"holleli1980"
911,"716","id","911_716_BANANA","pisang","banana",NA,NA,FALSE,"holleli1980"
912,"717","id","912_717_PLANTAIN","pisang (liar)","banana (wild)",NA,NA,FALSE,"holleli1980"
913,"718","id","913_718_BANANA","pisang (buah)","banana (fruit)",NA,NA,FALSE,"holleli1980"
914,"716-718","id","914_716-718_BANANA","pisang","banana","716","pisang (tamme)",FALSE,"holleli1980"
915,"716-718","id","915_716-718_PLANTAIN","pisang (liar)","banana (wild)","717","pisang (wilde)",FALSE,"holleli1980"
916,"716-718","id","916_716-718_BANANA","pisang (buah)","banana (fruit)","718","pisang (vrucht)",FALSE,"holleli1980"
917,"719","id","917_719_CITRUS FRUIT","macam-macam Jeruk","species of citrus fruit",NA,NA,FALSE,"holleli1980"
918,"720","id","918_720_ORANGE (FRUIT)","jeruk manis","orange",NA,NA,FALSE,"holleli1980"
919,"721","id","919_721_GRAPE","Citrus paradisi","grape fruit",NA,NA,FALSE,"holleli1980"
920,"722","id","920_722_LEMON","jeruk sitrun","lemon",NA,NA,FALSE,"holleli1980"
921,"723","id","921_723_COFFEE","kopi","coffee",NA,NA,FALSE,"holleli1980"
922,"724","id","922_724_NA","nila (tanaman)","indigo (plant)",NA,NA,FALSE,"holleli1980"
923,"725","id","923_725_NA","nila (bahan celup)","indigo (dye)",NA,NA,FALSE,"holleli1980"
924,"724/725","id","924_724/725_NA","nila (tanaman)","indigo (plant)","724","indigo (plant)",FALSE,"holleli1980"
925,"724/725","id","925_724/725_NA","nila (bahan celup)","indigo (dye)","725","indigo (verfstof)",FALSE,"holleli1980"
926,"726","id","926_726_NA","gambir","Uncaria gambir",NA,NA,FALSE,"holleli1980"
927,"727","id","927_727_NA","mangkudu","Morinda atrocarpus",NA,NA,FALSE,"holleli1980"
928,"728","id","928_728_LIME (MATERIAL)","kapur","lime",NA,NA,FALSE,"holleli1980"
929,"729","id","929_729_TURMERIC","kunyit","Curcuma domestica",NA,NA,FALSE,"holleli1980"
930,"730","id","930_730_GINGER","jahe","ginger",NA,NA,FALSE,"holleli1980"
931,"731","id","931_731_RATTAN","rotan","rattan, cane",NA,NA,FALSE,"holleli1980"
932,"732","id","932_732_BAMBOO","bambu","bamboo",NA,NA,FALSE,"holleli1980"
933,"733","id","933_733_BAMBOO SHOOT","rebung","bamboo shoot, young sprout",NA,NA,FALSE,"holleli1980"
934,"734","id","934_734_TREE","pohon","tree",NA,NA,TRUE,"holleli1980"
935,"735","id","935_735_WOOD","kayu","wood",NA,NA,FALSE,"holleli1980"
936,"736","id","936_736_CLIMB","memanjat pohon","to climb a tree",NA,NA,FALSE,"holleli1980"
937,"737","id","937_737_CLIMB","memanjat","to climb",NA,NA,FALSE,"holleli1980"
938,"738","id","938_738_CUT DOWN","menebang","to cut down",NA,NA,FALSE,"holleli1980"
939,"739","id","939_739_BRANCH","dahan, cabang","branch",NA,NA,FALSE,"holleli1980"
940,"740","id","940_740_TWIG","ranting","twig",NA,NA,FALSE,"holleli1980"
941,"739/740","id","941_739/740_BRANCH","dahan, cabang","branch","739","tak (grote)",FALSE,"holleli1980"
942,"739/740","id","942_739/740_TWIG","ranting","twig","740","tak (kleine)",FALSE,"holleli1980"
943,"741","id","943_741_WOOD","hati kayu (pohon)","the heart of the tree",NA,NA,FALSE,"holleli1980"
944,"742","id","944_742_ROOT","ibu akar, akar tunggang","main root, taproot",NA,NA,FALSE,"holleli1980"
945,"743","id","945_743_ROOT","akar samping","side-root",NA,NA,FALSE,"holleli1980"
946,"744","id","946_744_ROOT","akar serabut","fibrous root",NA,NA,FALSE,"holleli1980"
947,"742-744","id","947_742-744_ROOT","ibu akar, akar tunggang","main root, taproot","742","hoofdwortel, penwortel",TRUE,"holleli1980"
948,"742-744","id","948_742-744_ROOT","akar samping","side-root","743","zijwortel",TRUE,"holleli1980"
949,"742-744","id","949_742-744_ROOT","akar serabut","fibrous root","744","haarwortel",TRUE,"holleli1980"
950,"745","id","950_745_LIANA","sulur","liana",NA,NA,FALSE,"holleli1980"
951,"746","id","951_746_LEAF","daun","leaf",NA,NA,TRUE,"holleli1980"
952,"747","id","952_747_LEAF","daun yang gugur","falling of the leaves",NA,NA,FALSE,"holleli1980"
953,"748","id","953_748_BARK","kulit kayu","bark",NA,NA,TRUE,"holleli1980"
954,"749","id","954_749_THORN","duri","thorn, spine",NA,NA,FALSE,"holleli1980"
955,"750","id","955_750_SAP","air (buah, pohon)","sap",NA,NA,FALSE,"holleli1980"
956,"751","id","956_751_GUMS","getah","gum",NA,NA,FALSE,"holleli1980"
957,"750/751","id","957_750/751_SAP","air (buah, pohon)","sap","750","sap",FALSE,"holleli1980"
958,"750/751","id","958_750/751_GUMS","getah","gum","751","gom",FALSE,"holleli1980"
959,"752","id","959_752_BETELNUT","pinang","Areca catechu LINN",NA,NA,FALSE,"holleli1980"
960,"753","id","960_753_BETEL PEPPER VINE","sirih","betel",NA,NA,FALSE,"holleli1980"
961,"754","id","961_754_RESIN","damar (umum)","resin",NA,NA,FALSE,"holleli1980"
962,"755","id","962_755_RESIN","damar (khusus dari pohon damar)","resin (from the damar tree)",NA,NA,FALSE,"holleli1980"
963,"756","id","963_756_RESIN","pohon damar","damar tree",NA,NA,FALSE,"holleli1980"
964,"757","id","964_757_SPROUT (SHOOT)","tunas","sprout",NA,NA,FALSE,"holleli1980"
965,"758","id","965_758_FLOWER","bunga","flower",NA,NA,TRUE,"holleli1980"
966,"759","id","966_759_FRUIT","buah","fruit",NA,NA,TRUE,"holleli1980"
967,"760","id","967_760_BEAR FRUIT","berbuah","to bear fruit",NA,NA,FALSE,"holleli1980"
968,"761","id","968_761_SKIN (OF FRUIT)","kulit buah","rind, peel",NA,NA,FALSE,"holleli1980"
969,"762","id","969_762_PEEL","menguliti, mengupas","to peel",NA,NA,FALSE,"holleli1980"
970,"763","id","970_763_STONE (OF FRUIT)","biji","pip, stone",NA,NA,FALSE,"holleli1980"
971,"764","id","971_764_FLESH","daging buah","the flesh of the fruit",NA,NA,FALSE,"holleli1980"
972,"765","id","972_765_BUNCH","rangkai, tangkai, tandan","bunch",NA,NA,FALSE,"holleli1980"
973,"766","id","973_766_OIL (HYDROPHOBIC LIQUID)","minyak","oil",NA,NA,FALSE,"holleli1980"
974,"767","id","974_767_MOSS","lumut","moss",NA,NA,TRUE,"holleli1980"
975,"768","id","975_768_MUSHROOM","cendawan, jamur","mushroom",NA,NA,FALSE,"holleli1980"
976,"769","id","976_769_FERN","tumbuhan paku","ferns",NA,NA,FALSE,"holleli1980"
977,"770","id","977_770_GRASS","rumput","grass",NA,NA,TRUE,"holleli1980"
978,"771","id","978_771_WEED","rumput","weeds",NA,NA,FALSE,"holleli1980"
979,"770/771","id","979_770/771_GRASS","rumput","grass","770","gras",FALSE,"holleli1980"
980,"770/771","id","980_770/771_WEED","rumput","weeds","771","onkruid",FALSE,"holleli1980"
981,"772","id","981_772_REED","lalang","Imperata cylindria (Kunai grass)",NA,NA,FALSE,"holleli1980"
982,"773","id","982_773_REED","gelagah","Saccharum spontaneum",NA,NA,FALSE,"holleli1980"
983,"774","id","983_774_ANIMAL","binatang","animal, beast",NA,NA,TRUE,"holleli1980"
984,"775","id","984_775_ANIMAL","anak binatang","young of animal (calf, foal, chicken, etc.)",NA,NA,FALSE,"holleli1980"
985,"776","id","985_776_NA","mengembik","to bleat",NA,NA,FALSE,"holleli1980"
986,"777","id","986_777_PET","pelihara binatang","to keep animals",NA,NA,FALSE,"holleli1980"
987,"778","id","987_778_TAIL","ekor","tail",NA,NA,TRUE,"holleli1980"
988,"779","id","988_779_PAW","kaki binatang","paw",NA,NA,FALSE,"holleli1980"
989,"780","id","989_780_HOOF","kuku binatang","hoof",NA,NA,FALSE,"holleli1980"
990,"781","id","990_781_CLAW","cakar","claw",NA,NA,TRUE,"holleli1980"
991,"782","id","991_782_UDDER","ambing","udder",NA,NA,FALSE,"holleli1980"
992,"783","id","992_783_SNOUT","mulut binatang","mouth, snout",NA,NA,TRUE,"holleli1980"
993,"784","id","993_784_SNOUT","moncong","snout, muzzle",NA,NA,FALSE,"holleli1980"
994,"785","id","994_785_BEAK","paruh","bill, beak",NA,NA,FALSE,"holleli1980"
995,"786","id","995_786_WING","sayap","wing",NA,NA,TRUE,"holleli1980"
996,"787","id","996_787_FEATHER","bulu burung","feather",NA,NA,FALSE,"holleli1980"
997,"788","id","997_788_FLY (MOVE THROUGH AIR)","terbang","to fly",NA,NA,TRUE,"holleli1980"
998,"789","id","998_789_NEST","sarang","nest",NA,NA,FALSE,"holleli1980"
999,"790","id","999_790_EGG","telur","egg",NA,NA,TRUE,"holleli1980"
1000,"791","id","1000_791_LAY EGGS","bertelur","to lay eggs",NA,NA,FALSE,"holleli1980"
1001,"792","id","1001_792_BROOD (VERB)","mengeram","to brood",NA,NA,FALSE,"holleli1980"
1002,"793","id","1002_793_HATCH (OUT)","menetas","to hatch",NA,NA,FALSE,"holleli1980"
1003,"794","id","1003_794_PIG","babi","domesticated pig",NA,NA,FALSE,"holleli1980"
1004,"795","id","1004_795_CAGE","kandang babi","piggery",NA,NA,FALSE,"holleli1980"
1005,"796","id","1005_796_WILD BOAR","babi hutan","wild pig",NA,NA,FALSE,"holleli1980"
1006,"797","id","1006_797_NA","menggeram","to grunt",NA,NA,FALSE,"holleli1980"
1007,"798","id","1007_798_SHEEP","domba","sheep",NA,NA,FALSE,"holleli1980"
1008,"799","id","1008_799_GOAT","kambing","goat",NA,NA,FALSE,"holleli1980"
1009,"800","id","1009_800_BUFFALO","kerbau betina","buffalo (female)",NA,NA,FALSE,"holleli1980"
1010,"801","id","1010_801_BUFFALO","kerbau jantan","buffalo (male)",NA,NA,FALSE,"holleli1980"
1011,"802","id","1011_802_CALF","anak kerbau","buffalo (calf)",NA,NA,FALSE,"holleli1980"
1012,"800-802","id","1012_800-802_BUFFALO","kerbau betina","buffalo (female)","800","buffel (koe)",FALSE,"holleli1980"
1013,"800-802","id","1013_800-802_BUFFALO","kerbau jantan","buffalo (male)","801","buffel (stier)",FALSE,"holleli1980"
1014,"800-802","id","1014_800-802_CALF","anak kerbau","buffalo (calf)","802","buffel (jonge)",FALSE,"holleli1980"
1015,"803","id","1015_803_COW","sapi (betina)","cow",NA,NA,FALSE,"holleli1980"
1016,"804","id","1016_804_BULL","sapi (jantan)","bull",NA,NA,FALSE,"holleli1980"
1017,"803/804","id","1017_803/804_COW","sapi (betina)","cow","803","koe",FALSE,"holleli1980"
1018,"803/804","id","1018_803/804_BULL","sapi (jantan)","bull","804","stier",FALSE,"holleli1980"
1019,"805","id","1019_805_NA","menguak","to bleat, to moo",NA,NA,FALSE,"holleli1980"
1020,"806","id","1020_806_LOW VOICE","menguak","to low, to bellow",NA,NA,FALSE,"holleli1980"
1021,"807","id","1021_807_HORSE","kuda","horse",NA,NA,FALSE,"holleli1980"
1022,"808","id","1022_808_NA","meringkik","to neigh, to whinny",NA,NA,FALSE,"holleli1980"
1023,"809","id","1023_809_DEER","rusa","deer",NA,NA,FALSE,"holleli1980"
1024,"810","id","1024_810_HORN (ANATOMY)","tanduk","horn",NA,NA,TRUE,"holleli1980"
1025,"811","id","1025_811_DOG","anjing","dog",NA,NA,TRUE,"holleli1980"
1026,"812","id","1026_812_BARKING","menyalak","to bark",NA,NA,FALSE,"holleli1980"
1027,"813","id","1027_813_CAT","kucing","cat",NA,NA,FALSE,"holleli1980"
1028,"814","id","1028_814_NA","mengeong","to miaow",NA,NA,FALSE,"holleli1980"
1029,"815","id","1029_815_TIGER","harimau","tiger",NA,NA,FALSE,"holleli1980"
1030,"816","id","1030_816_ROAR","mengaum","to roar",NA,NA,FALSE,"holleli1980"
1031,"817","id","1031_817_BEAR","beruang","bear",NA,NA,FALSE,"holleli1980"
1032,"818","id","1032_818_PORCUPINE","landak","porcupine",NA,NA,FALSE,"holleli1980"
1033,"819","id","1033_819_NA","kuskus","marsupial",NA,NA,FALSE,"holleli1980"
1034,"820","id","1034_820_MARTEN","luwak, musang","marten (paradaxurus)",NA,NA,FALSE,"holleli1980"
1035,"821","id","1035_821_APE OR MONKEY","pukang","half-ape",NA,NA,FALSE,"holleli1980"
1036,"822","id","1036_822_ANTEATER","tenggiling","ant-eater (manis javanica)",NA,NA,FALSE,"holleli1980"
1037,"823","id","1037_823_CASSOWARY","burung kasuari","cassowary",NA,NA,FALSE,"holleli1980"
1038,"824","id","1038_824_DOVE","burung merpati","pigeon",NA,NA,FALSE,"holleli1980"
1039,"825","id","1039_825_CROW","burung gagak","crow",NA,NA,FALSE,"holleli1980"
1040,"826","id","1040_826_CHICKEN","ayam","hen, chicken",NA,NA,FALSE,"holleli1980"
1041,"827","id","1041_827_CHICK","anak ayam","chick",NA,NA,FALSE,"holleli1980"
1042,"828","id","1042_828_HEN","ayam betina","hen",NA,NA,FALSE,"holleli1980"
1043,"829","id","1043_829_PARENTS","induk ayam","mother hen",NA,NA,FALSE,"holleli1980"
1044,"830","id","1044_830_ROOSTER","ayam jantan","cock, rooster",NA,NA,FALSE,"holleli1980"
1045,"831","id","1045_831_ROOSTER","ayam sabungan","fighting cock",NA,NA,FALSE,"holleli1980"
1046,"826-831","id","1046_826-831_CHICKEN","ayam","hen, chicken","826","hoen, kip",FALSE,"holleli1980"
1047,"826-831","id","1047_826-831_CHICK","anak ayam","chick","827","kuiken",FALSE,"holleli1980"
1048,"826-831","id","1048_826-831_HEN","ayam betina","hen","828","hen",FALSE,"holleli1980"
1049,"826-831","id","1049_826-831_PARENTS","induk ayam","mother hen","829","kloek",FALSE,"holleli1980"
1050,"826-831","id","1050_826-831_ROOSTER","ayam jantan","cock, rooster","830","haan",FALSE,"holleli1980"
1051,"826-831","id","1051_826-831_ROOSTER","ayam sabungan","fighting cock","831","vechthaan",FALSE,"holleli1980"
1052,"832","id","1052_832_FIGHT","menyabung ayam","cock-fighting",NA,NA,FALSE,"holleli1980"
1053,"833","id","1053_833_DUCK","bebek","duck",NA,NA,FALSE,"holleli1980"
1054,"834","id","1054_834_PARROT","burung nuri","parrot",NA,NA,FALSE,"holleli1980"
1055,"835","id","1055_835_PARAKEET","burung bayan","parakeet, budgerigar",NA,NA,FALSE,"holleli1980"
1056,"836","id","1056_836_SWALLOW (BIRD)","burung layang-layang","swallow",NA,NA,FALSE,"holleli1980"
1057,"837","id","1057_837_SPARROW","burung pipit","rice-bird",NA,NA,FALSE,"holleli1980"
1058,"838","id","1058_838_HORNBILL","burung enggang","hornbill",NA,NA,FALSE,"holleli1980"
1059,"839","id","1059_839_QUAIL","burung puyuh","quail",NA,NA,FALSE,"holleli1980"
1060,"840","id","1060_840_HERON","burung bangau","heron",NA,NA,FALSE,"holleli1980"
1061,"841","id","1061_841_EAGLE OR HAWK","burung pemakan daging","birds of prey",NA,NA,FALSE,"holleli1980"
1062,"842","id","1062_842_OWL","burung hantu","owl",NA,NA,FALSE,"holleli1980"
1063,"843","id","1063_843_EAGLE","burung rajawali","kite (bird)",NA,NA,FALSE,"holleli1980"
1064,"844","id","1064_844_BIRD","burung","bird",NA,NA,TRUE,"holleli1980"
1065,"845","id","1065_845_SQUIRREL","bajing, tupai","squirrel",NA,NA,FALSE,"holleli1980"
1066,"846","id","1066_846_BAT","kelelawar","bat",NA,NA,FALSE,"holleli1980"
1067,"847","id","1067_847_BAT","kalong","bat",NA,NA,FALSE,"holleli1980"
1068,"848","id","1068_848_FLYING FOX","kelelawar","flying fox",NA,NA,FALSE,"holleli1980"
1069,"849","id","1069_849_DEER","kijang","deer",NA,NA,FALSE,"holleli1980"
1070,"850","id","1070_850_DEER","kancil","cherrotain mousedeer",NA,NA,FALSE,"holleli1980"
1071,"851","id","1071_851_MOUSE","tikus","mouse",NA,NA,FALSE,"holleli1980"
1072,"852","id","1072_852_RAT","tikus","rat",NA,NA,FALSE,"holleli1980"
1073,"853","id","1073_853_SHREW","tikus mondok","shrew",NA,NA,FALSE,"holleli1980"
1074,"854","id","1074_854_MONKEY","monyet, kera","monkey",NA,NA,FALSE,"holleli1980"
1075,"855","id","1075_855_HUNT","berburu","to hunt",NA,NA,TRUE,"holleli1980"
1076,"856","id","1076_856_TRAP (CATCH)","belantik","trap for catching large game",NA,NA,FALSE,"holleli1980"
1077,"857","id","1077_857_TRAP (PITFALL)","perangkap","trap",NA,NA,FALSE,"holleli1980"
1078,"858","id","1078_858_TRAP (PITFALL)","ranjau bambu","bamboo spikes",NA,NA,FALSE,"holleli1980"
1079,"859","id","1079_859_FISHING","menangkap ikan","to fish",NA,NA,FALSE,"holleli1980"
1080,"860","id","1080_860_FISH TRAP","bubu","fish trap",NA,NA,FALSE,"holleli1980"
1081,"861","id","1081_861_NET (FOR CATCHING)","jala","net",NA,NA,FALSE,"holleli1980"
1082,"862","id","1082_862_FISH","macam-macam ikan","fish",NA,NA,TRUE,"holleli1980"
1083,"863","id","1083_863_SHARK","ikan hiu","shark",NA,NA,FALSE,"holleli1980"
1084,"864","id","1084_864_STINGRAY","ikan pari","ray",NA,NA,FALSE,"holleli1980"
1085,"865","id","1085_865_FRESHWATER EEL","belut","eel",NA,NA,FALSE,"holleli1980"
1086,"866","id","1086_866_LOUSE","kutu","louse",NA,NA,TRUE,"holleli1980"
1087,"867","id","1087_867_NA","mencari kutu","to delouse",NA,NA,FALSE,"holleli1980"
1088,"868","id","1088_868_LOUSE","tuma, kutu baju","louse",NA,NA,TRUE,"holleli1980"
1089,"869","id","1089_869_NIT","telur kutu","nit",NA,NA,FALSE,"holleli1980"
1090,"870","id","1090_870_FLEA","kutu anjing","flea",NA,NA,FALSE,"holleli1980"
1091,"871","id","1091_871_SPIDER","laba-laba","spider",NA,NA,FALSE,"holleli1980"
1092,"872","id","1092_872_FLY (INSECT)","lalat","fly",NA,NA,FALSE,"holleli1980"
1093,"873","id","1093_873_FLY (INSECT)","lalat langau","bluebottle fly",NA,NA,FALSE,"holleli1980"
1094,"874","id","1094_874_WASP","penyengat","wasp",NA,NA,FALSE,"holleli1980"
1095,"875","id","1095_875_BEE","lebah","bee",NA,NA,FALSE,"holleli1980"
1096,"876","id","1096_876_HONEY","madu","honey",NA,NA,FALSE,"holleli1980"
1097,"877","id","1097_877_MOSQUITO","nyamuk","mosquito",NA,NA,FALSE,"holleli1980"
1098,"878","id","1098_878_BUTTERFLY","kupu-kupu","butterfly",NA,NA,FALSE,"holleli1980"
1099,"879","id","1099_879_CATERPILLAR","ulat (bulu)","caterpillar",NA,NA,FALSE,"holleli1980"
1100,"880","id","1100_880_FIREFLY","kunang-kunang","firefly",NA,NA,FALSE,"holleli1980"
1101,"881","id","1101_881_GRASSHOPPER","belalang","grasshopper",NA,NA,FALSE,"holleli1980"
1102,"882","id","1102_882_BEETLE","kumbang","beetle",NA,NA,FALSE,"holleli1980"
1103,"883","id","1103_883_COCKROACH","lipas","cockroach",NA,NA,FALSE,"holleli1980"
1104,"884","id","1104_884_ANT","macam-macam semut","ant",NA,NA,FALSE,"holleli1980"
1105,"885","id","1105_885_TERMITE","rayap","white ant, termite",NA,NA,FALSE,"holleli1980"
1106,"886","id","1106_886_SNAKE","ular","snake",NA,NA,TRUE,"holleli1980"
1107,"887","id","1107_887_PYTHON","ular sawah","python",NA,NA,FALSE,"holleli1980"
1108,"888","id","1108_888_CENTIPEDE","lipan","centipede",NA,NA,FALSE,"holleli1980"
1109,"889","id","1109_889_LEECH","lintah","leech",NA,NA,FALSE,"holleli1980"
1110,"890","id","1110_890_SNAIL","siput","snail, slug",NA,NA,FALSE,"holleli1980"
1111,"891","id","1111_891_WORM","cacing","worm",NA,NA,TRUE,"holleli1980"
1112,"892","id","1112_892_SHRIMP","udang","shrimp",NA,NA,FALSE,"holleli1980"
1113,"893","id","1113_893_CRAB","kepiting","crab",NA,NA,FALSE,"holleli1980"
1114,"894","id","1114_894_SHELL","kulit kerang","shell",NA,NA,FALSE,"holleli1980"
1115,"895","id","1115_895_NA","kerang","crustacean",NA,NA,FALSE,"holleli1980"
1116,"896","id","1116_896_FROG","katak","frog",NA,NA,FALSE,"holleli1980"
1117,"897","id","1117_897_TOAD","katak puru","toad",NA,NA,FALSE,"holleli1980"
1118,"898","id","1118_898_LIZARD","kadal","lizard",NA,NA,FALSE,"holleli1980"
1119,"899","id","1119_899_IGUANA","biawak","iguana",NA,NA,FALSE,"holleli1980"
1120,"900","id","1120_900_CROCODILE","buaya","crocodile",NA,NA,FALSE,"holleli1980"
1121,"901","id","1121_901_TORTOISE","kura-kura","tortoise",NA,NA,FALSE,"holleli1980"
1122,"902","id","1122_902_TURTLE","penyu","turtle",NA,NA,FALSE,"holleli1980"
1123,"901/902","id","1123_901/902_TORTOISE","kura-kura","tortoise","901","landschildpad",FALSE,"holleli1980"
1124,"901/902","id","1124_901/902_TURTLE","penyu","turtle","902","zeeschildpad",FALSE,"holleli1980"
1125,"903","id","1125_903_NA","alam semesta","universe",NA,NA,FALSE,"holleli1980"
1126,"904","id","1126_904_HEAVEN","langit","firmament",NA,NA,FALSE,"holleli1980"
1127,"905","id","1127_905_SKY","langit","sky",NA,NA,TRUE,"holleli1980"
1128,"906","id","1128_906_SUN","matahari","sun",NA,NA,TRUE,"holleli1980"
1129,"907","id","1129_907_ECLIPSE","gerhana matahari","sun eclipse",NA,NA,FALSE,"holleli1980"
1130,"908","id","1130_908_MOON","bulan","moon",NA,NA,TRUE,"holleli1980"
1131,"909","id","1131_909_MONTH","satu bulan","one month",NA,NA,FALSE,"holleli1980"
1132,"910","id","1132_910_MONTH","bulan (nama-nama bulan)","month (name of the months)",NA,NA,FALSE,"holleli1980"
1133,"911","id","1133_911_ECLIPSE","gerhana bulan","moon eclipse",NA,NA,FALSE,"holleli1980"
1134,"912","id","1134_912_STAR","bintang","star",NA,NA,TRUE,"holleli1980"
1135,"913","id","1135_913_SUNRISE","matahari terbit","sunrise",NA,NA,FALSE,"holleli1980"
1136,"914","id","1136_914_DUSK","bulan terbit","moonrise",NA,NA,FALSE,"holleli1980"
1137,"913/914","id","1137_913/914_SUNRISE","matahari terbit","sunrise","913","opkomen (v.zon)",FALSE,"holleli1980"
1138,"913/914","id","1138_913/914_DUSK","bulan terbit","moonrise","914","opkomen (v.maan)",FALSE,"holleli1980"
1139,"915","id","1139_915_SUNSET","matahari terbenam","sunset",NA,NA,FALSE,"holleli1980"
1140,"916","id","1140_916_DAWN","bulan terbenam","moonset",NA,NA,FALSE,"holleli1980"
1141,"915/916","id","1141_915/916_SUNSET","matahari terbenam","sunset","915","ondergaan (van zon)",FALSE,"holleli1980"
1142,"915/916","id","1142_915/916_DAWN","bulan terbenam","moonset","916","ondergaan (van maan)",FALSE,"holleli1980"
1143,"917","id","1143_917_WORLD","bumi","earth (globe)",NA,NA,FALSE,"holleli1980"
1144,"918","id","1144_918_AIR","udara","air",NA,NA,FALSE,"holleli1980"
1145,"919","id","1145_919_RAINING OR RAIN","hujan","rain",NA,NA,TRUE,"holleli1980"
1146,"920","id","1146_920_DEW","embun","dew",NA,NA,FALSE,"holleli1980"
1147,"921","id","1147_921_CLOUD","awan","cloud",NA,NA,TRUE,"holleli1980"
1148,"922","id","1148_922_FOG","kabut","fog, mist",NA,NA,TRUE,"holleli1980"
1149,"923","id","1149_923_RAINBOW","pelangi","rainbow",NA,NA,FALSE,"holleli1980"
1150,"924","id","1150_924_THUNDER","guruh","thunder",NA,NA,FALSE,"holleli1980"
1151,"925","id","1151_925_NA","batu guntur","thunderstone",NA,NA,FALSE,"holleli1980"
1152,"926","id","1152_926_LIGHTNING","kilat","(flash of) lightning",NA,NA,FALSE,"holleli1980"
1153,"927","id","1153_927_EARTHQUAKE","gempa bumi","earthquake",NA,NA,FALSE,"holleli1980"
1154,"928","id","1154_928_WIND","angin","wind",NA,NA,TRUE,"holleli1980"
1155,"929","id","1155_929_STORM","badai, angin ribut","storm",NA,NA,FALSE,"holleli1980"
1156,"930","id","1156_930_WATER","air","water",NA,NA,TRUE,"holleli1980"
1157,"931","id","1157_931_SEA","laut","sea",NA,NA,TRUE,"holleli1980"
1158,"932","id","1158_932_CEASE","surut","ebb",NA,NA,FALSE,"holleli1980"
1159,"933","id","1159_933_LAKE","danau","lake",NA,NA,TRUE,"holleli1980"
1160,"934","id","1160_934_HIGH TIDE","pasang","flood, tide",NA,NA,FALSE,"holleli1980"
